Brand,Series,Variant,RAM(GB),Storage(GB),Platform,Condition,Battery(mAh),Camera(MP),Release Year,Reviews,Ratings,Price(₹)
Xiaomi,Redmi Note 12,Plus,8,512,Tata Cliq,Like New,5200,64,2022,5569,4.1,17166
Google,Pixel 7,X,6,256,Reliance Digital,Refurbished,5500,108,2024,7058,4.8,60000
Apple,i11,Neo,6,128,Official Store,Used,5000,200,2023,6827,4.3,26500
Samsung,Z24,T,4,128,Flipkart,Good,5000,108,2025,925,4.1,145000
OnePlus,OnePlus 8,FE,6,512,Offline Store,Good,5500,48,2024,1873,4.8,38219
Oppo,Reno 11,Ultra,12,64,Tata Cliq,Like New,4500,108,2021,2538,4.7,55800
Apple,i14,X,6,256,Flipkart,Refurbished,4000,12,2021,1653,4,73000
Vivo,V30,Neo,4,128,Croma,Refurbished,5200,108,2025,4479,5,36128
OnePlus,T10,Ultra,6,128,Offline Store,Like New,5000,108,2023,8674,4.6,75000
Apple,i12,X,6,256,Reliance Digital,Used,5000,200,2025,2331,4.3,47000
Oppo,Find X5,Ultra,8,64,Croma,Good,4500,200,2021,665,4.4,107000
Apple,i17,Ultra,8,128,Reliance Digital,Good,6000,48,2023,3585,4.6,227000
Samsung,A55,Pro,6,128,Offline Store,Refurbished,6000,12,2025,6978,4.8,38200
Vivo,V27,Neo,8,256,Croma,Refurbished,6000,12,2024,8277,4.3,28207
Samsung,A25,Pro Max,6,64,Croma,Refurbished,4500,200,2023,959,3.7,26000
Vivo,V25,Lite,12,64,Offline Store,Used,6000,64,2021,4039,3.6,22746
Samsung,F24,Ultra,4,64,Flipkart,Used,4000,64,2021,5021,4.3,195000
Samsung,Y20,Ultra,6,128,Flipkart,Refurbished,4500,48,2021,8310,4.7,17400
Samsung,A55,Neo,4,512,Croma,Good,5200,48,2025,9060,4.5,32452
OnePlus,T10,FE,12,64,Tata Cliq,Like New,5000,200,2021,9869,4.8,50808
Apple,i12,FE,6,64,Offline Store,Refurbished,5500,48,2022,2095,3.8,39800
Vivo,V40,X,4,64,Reliance Digital,Like New,5500,64,2025,5514,4.3,51725
Motorola,Edge 40,Pro,6,512,Flipkart,Refurbished,6000,64,2023,1227,4.4,35919
Vivo,V30,FE,12,64,Reliance Digital,Like New,4500,108,2024,9922,3.7,37168
Vivo,V40,Lite,12,128,Reliance Digital,Like New,4000,64,2024,6395,4.2,40293
Apple,i14,Neo,12,512,Flipkart,Refurbished,4000,12,2024,4102,4.7,58000
Motorola,G71,FE,6,64,Flipkart,Like New,4000,12,2021,8179,3.8,19467
Oppo,Reno 9,Neo,6,128,Flipkart,Refurbished,4000,200,2024,698,4.1,30078
Samsung,A75,Pro Max,12,128,Flipkart,Good,5000,108,2023,2562,4.6,64750
Apple,i14,Ultra,8,256,Offline Store,Like New,4000,200,2024,2803,4.5,91000
Samsung,A55,X,12,64,Amazon,Good,4500,64,2021,4785,4,38993
Motorola,G71,Base,6,128,Offline Store,Good,6000,200,2023,8885,4.9,15505
Vivo,V29,FE,12,512,Croma,Refurbished,4500,48,2024,2183,3.6,33500
Poco,X4,FE,12,256,Tata Cliq,Refurbished,4500,64,2022,9569,3.8,13075
OnePlus,T10,Base,6,512,Flipkart,Refurbished,4500,12,2025,5026,4.5,45000
Samsung,Y15,Ultra,8,64,Amazon,Good,5000,108,2025,5351,4.3,18283
Apple,i11,FE,8,512,Reliance Digital,Refurbished,6000,64,2025,5836,4.1,28852
Google,Pixel 7,Base,4,128,Tata Cliq,Good,5000,108,2025,8413,3.6,46788
Samsung,A55,Pro Max,4,128,Reliance Digital,Refurbished,4000,200,2024,4793,4.1,44600
Samsung,A75,Pro,4,128,Croma,Refurbished,4500,12,2022,3123,4.9,55750
Vivo,V27,X,12,512,Tata Cliq,Good,5500,48,2024,2060,4.8,34000
OnePlus,OnePlus 11,Pro,8,512,Official Store,Good,5000,48,2024,9271,4.7,62500
Samsung,Z24,X,4,512,Tata Cliq,Refurbished,5200,12,2023,1281,4.9,151000
Samsung,Z24,Lite,8,128,Official Store,Good,5000,12,2022,9139,4,121000
Samsung,Y15,Base,6,64,Croma,Refurbished,6000,64,2024,8930,3.9,7835
Poco,X4,Neo,8,256,Offline Store,Good,5000,200,2023,1645,4.5,15961
Samsung,M14,Lite,8,256,Reliance Digital,Good,5000,48,2021,4978,4.1,11107
Samsung,F23,Plus,8,256,Croma,Refurbished,5000,12,2025,2128,4.8,133000
Samsung,Y30,Pro Max,12,64,Tata Cliq,Good,4000,200,2024,3136,4,25821
Samsung,A35,Plus,12,256,Offline Store,Good,5200,48,2023,9036,4,28869
Motorola,G31,Base,12,128,Amazon,Refurbished,5000,48,2021,4076,3.9,9381
Oppo,Reno 11,Ultra,12,128,Reliance Digital,Refurbished,5200,48,2022,8486,5,55800
Samsung,F22,FE,6,512,Reliance Digital,Refurbished,5500,64,2024,8714,3.8,116000
Nothing,Phone 1,Neo,8,256,Croma,Used,4000,200,2022,3381,4.9,25725
Samsung,A35,X,8,256,Reliance Digital,Used,6000,12,2022,2788,4.1,26200
Google,Pixel 6,Plus,8,64,Flipkart,Used,5500,64,2021,3084,3.7,49000
Oppo,Reno 11,Lite,4,256,Tata Cliq,Like New,5500,200,2023,5629,5,39091
Samsung,A35,Pro,8,128,Offline Store,Refurbished,5500,48,2022,6124,4.2,27400
Motorola,G71,FE,12,128,Croma,Refurbished,4500,108,2021,8702,4,18703
Apple,i17,T,12,256,Tata Cliq,Good,4500,64,2025,1048,3.7,176250
Samsung,S25,Pro,6,256,Tata Cliq,Refurbished,5000,64,2022,5754,4.9,109750
Poco,X4,Base,4,256,Official Store,Refurbished,4000,64,2024,413,4.3,13274
Google,Pixel 8,Base,8,512,Amazon,Used,5200,64,2021,5978,3.8,54000
Oppo,Reno 10,T,8,256,Official Store,Used,6000,200,2022,1414,3.7,38750
Google,Pixel 10,FE,12,512,Reliance Digital,Used,4000,12,2022,5278,3.6,81900
Apple,i16,Ultra,6,128,Official Store,Like New,5500,200,2023,4284,3.9,105400
OnePlus,T8,Pro Max,4,256,Official Store,Like New,6000,64,2022,4606,4.5,60387
OnePlus,T8,Plus,8,256,Official Store,Like New,4000,48,2024,5587,4.8,46349
Vivo,V29,T,8,64,Flipkart,Used,5500,48,2024,6582,4.8,38750
Realme,GT 2,X,12,128,Offline Store,Good,5000,48,2024,1477,4.2,21386
OnePlus,OnePlus 12,X,6,64,Amazon,Used,5500,12,2025,9112,4.5,79500
OnePlus,T10,T,12,64,Offline Store,Good,5000,64,2024,3386,3.8,58513
Oppo,Find X5,Ultra,4,64,Amazon,Used,5000,108,2023,176,3.5,107000
Samsung,Y20,Pro,6,128,Official Store,Like New,5000,200,2024,4657,4.8,17892
Google,Pixel 10,Base,8,64,Reliance Digital,Refurbished,4500,108,2025,5922,3.9,74000
Apple,i11,Plus,6,128,Tata Cliq,Used,5000,64,2021,7938,4.6,31000
Vivo,V50,Lite,4,64,Reliance Digital,Refurbished,5000,108,2023,7233,4.2,42250
OnePlus,OnePlus 12,Lite,8,256,Official Store,Refurbished,5200,64,2023,104,4.3,63250
OnePlus,T10,Pro,8,128,Tata Cliq,Used,6000,108,2021,1856,4.5,62500
OnePlus,OnePlus 10,Ultra,8,64,Official Store,Like New,4000,200,2025,6075,4.9,74394
Samsung,S21,Pro Max,12,512,Tata Cliq,Refurbished,5200,108,2024,6949,3.9,49250
Samsung,A55,Pro,4,64,Tata Cliq,Used,5000,108,2024,8359,4.9,38200
Samsung,F23,T,4,128,Reliance Digital,Good,5200,64,2021,879,4.9,138750
Apple,i14,Pro Max,12,64,Croma,Good,4500,200,2025,6936,4.2,88000
OnePlus,X,Pro,12,256,Official Store,Used,5500,64,2023,7208,4.8,35500
Apple,i11,FE,6,512,Tata Cliq,Good,5000,12,2025,1565,4,32679
Samsung,A25,T,4,128,Official Store,Refurbished,4000,108,2025,2816,3.8,21059
Samsung,S23,Lite,6,64,Flipkart,Used,6000,108,2025,7342,3.9,42250
Samsung,F23,Plus,4,256,Amazon,Used,5500,48,2024,8708,3.7,133000
Samsung,Z24,Pro Max,6,64,Croma,Good,5200,64,2022,551,3.8,181000
Samsung,A55,X,4,128,Croma,Good,5200,12,2022,3679,4,36600
Motorola,Edge 40,Ultra,8,64,Reliance Digital,Used,5500,12,2023,2339,4,43000
Nothing,Phone 2,T,4,256,Amazon,Like New,6000,200,2025,378,3.6,43630
Vivo,V27,Pro Max,6,256,Offline Store,Refurbished,5500,12,2022,8305,3.8,42098
Samsung,A15,Lite,4,64,Croma,Good,5000,12,2022,2730,4,13471
Apple,i13,Ultra,6,128,Amazon,Refurbished,4000,12,2025,1169,3.8,75000
Apple,i14,X,4,128,Reliance Digital,Like New,5000,48,2021,3237,3.5,74324
Samsung,Y30,Pro,4,64,Flipkart,Good,5000,108,2023,4407,4.6,23891
Samsung,Z24,X,6,512,Reliance Digital,Like New,6000,12,2023,3335,4.5,151000
Samsung,Z24,Neo,12,64,Official Store,Refurbished,5500,200,2023,9154,4.8,121000
Samsung,S24,Base,6,128,Flipkart,Good,5000,64,2021,9158,3.5,45000
Vivo,V50,Lite,8,128,Official Store,Like New,5500,48,2024,1497,4.5,45504
OnePlus,X,Neo,4,128,Official Store,Used,6000,108,2024,5828,4.7,26500
Oppo,Reno 9,FE,4,64,Croma,Refurbished,4000,200,2022,4150,4.9,30330
Vivo,V60,Neo,12,512,Reliance Digital,Like New,6000,200,2021,19,5,45834
Nothing,Phone 1,FE,6,128,Croma,Refurbished,5500,108,2021,7650,3.9,25800
Google,Pixel 10,Base,6,64,Croma,Refurbished,6000,48,2024,5932,4.4,74000
Samsung,S23,Pro,12,512,Offline Store,Like New,5500,12,2024,6873,4.5,55750
Vivo,V50,Lite,12,512,Amazon,Like New,5000,48,2021,9810,3.6,46328
Xiaomi,Redmi Note 12,X,6,512,Amazon,Like New,5000,12,2022,986,3.8,19024
Google,Pixel 6,Base,12,128,Reliance Digital,Used,5000,64,2024,4901,3.9,40000
Vivo,V60,FE,12,256,Official Store,Like New,5500,200,2025,5204,4.3,49991
Motorola,G31,Lite,8,64,Reliance Digital,Good,4500,200,2021,9396,3.6,8533
Samsung,M34,T,8,64,Official Store,Refurbished,4500,108,2024,2376,5,17500
Google,Pixel 6,Base,6,64,Official Store,Like New,4000,64,2022,8232,3.9,40000
OnePlus,T10,Pro,8,128,Official Store,Like New,5500,200,2021,2794,3.7,66524
OnePlus,OnePlus 11,Pro,12,256,Tata Cliq,Like New,5500,12,2021,6608,3.8,62765
Motorola,G31,Neo,6,512,Tata Cliq,Good,4500,48,2025,8178,4.4,8714
Realme,GT 2,Lite,12,128,Reliance Digital,Used,4500,64,2021,5893,3.7,19317
Samsung,M14,Base,8,128,Offline Store,Like New,5000,108,2024,5305,4.5,15308
Vivo,V29,X,6,128,Official Store,Like New,5500,64,2021,7469,4.1,41501
Samsung,M54,Ultra,6,128,Offline Store,Used,5500,48,2023,7635,4.2,43000
OnePlus,T8,Base,8,64,Croma,Used,5500,12,2021,6874,4,35000
Realme,GT 2,Ultra,6,64,Reliance Digital,Used,4500,12,2023,6572,4.1,27000
Nothing,Phone 1,T,6,512,Offline Store,Refurbished,5500,12,2021,3507,4.1,31128
Vivo,V25,Base,4,64,Amazon,Used,4000,108,2022,787,4.2,21634
OnePlus,T10,Neo,12,512,Official Store,Used,6000,200,2025,2360,3.8,47500
Motorola,G71,X,6,256,Flipkart,Used,4500,64,2025,3712,4.3,18875
Vivo,V30,Lite,12,512,Official Store,Used,5000,12,2025,6965,3.5,34900
Samsung,S24,Neo,8,256,Offline Store,Used,6000,12,2025,3630,3.9,47500
OnePlus,T9,T,6,64,Offline Store,Used,5200,64,2023,3530,3.6,51250
OnePlus,X,Pro,12,256,Offline Store,Refurbished,4000,200,2023,7701,4.5,35500
Realme,GT Neo 3,X,12,64,Tata Cliq,Good,5000,200,2021,939,4,31071
Apple,i11,Neo,4,512,Tata Cliq,Used,5000,64,2023,1815,4.3,26500
Samsung,M54,FE,4,256,Tata Cliq,Like New,5200,108,2022,9462,4,31854
Vivo,V60,Ultra,6,512,Amazon,Good,4500,48,2024,4217,4.2,70200
OnePlus,OnePlus 8,T,6,128,Croma,Good,4500,12,2024,5591,4.3,43267
Nothing,Phone 2,X,12,128,Flipkart,Used,5000,48,2025,2964,5,40500
Google,Pixel 8,X,4,128,Offline Store,Like New,5500,200,2021,3697,4.3,71700
Google,Pixel 10,Plus,8,256,Flipkart,Like New,5200,200,2024,5779,4.6,91478
OnePlus,T10,Ultra,4,256,Flipkart,Good,5500,12,2025,9402,3.9,75000
Samsung,Y30,FE,12,64,Offline Store,Good,6000,64,2025,9437,3.5,17166
Realme,GT Neo 3,Plus,6,512,Official Store,Refurbished,5200,12,2025,9898,4.6,28468
Samsung,S25,T,12,128,Tata Cliq,Refurbished,5200,200,2023,9179,4,101250
Xiaomi,Redmi Note 12,Pro,4,64,Tata Cliq,Like New,6000,200,2022,1076,4.7,21094
Oppo,Reno 8,Lite,6,512,Offline Store,Like New,5500,64,2023,3135,4.9,27434
Apple,i12,Neo,8,128,Offline Store,Refurbished,5500,12,2024,2378,3.7,37000
Samsung,S23,Pro Max,12,64,Reliance Digital,Good,5200,200,2024,1069,4.4,64750
Motorola,Edge 40,FE,6,128,Flipkart,Good,4000,64,2022,5824,3.7,32514
Vivo,V60,X,6,128,Croma,Good,4500,108,2021,9530,4.5,56100
Nothing,Phone 1,Neo,12,128,Offline Store,Used,5500,12,2022,8433,4.5,25123
OnePlus,OnePlus 10,T,4,256,Offline Store,Like New,6000,64,2021,9401,3.7,58839
Samsung,S22,Plus,4,64,Offline Store,Refurbished,4000,108,2023,3575,3.5,43000
OnePlus,OnePlus 10,Base,12,256,Official Store,Good,4500,200,2023,874,3.6,44827
Samsung,S23,Ultra,6,512,Offline Store,Good,5500,12,2025,7864,4.4,67000
Motorola,G71,Pro,8,256,Amazon,Used,4500,108,2022,1048,4.7,19300
Vivo,V29,FE,12,512,Amazon,Good,4000,64,2021,2378,3.8,33500
Samsung,Y30,Ultra,12,256,Tata Cliq,Good,5200,108,2021,1412,3.7,26820
Samsung,A25,FE,6,512,Official Store,Good,5500,108,2024,9347,3.5,22779
Apple,i12,Neo,4,256,Croma,Used,4500,200,2025,4905,3.5,37000
Samsung,F23,FE,8,64,Croma,Refurbished,5000,48,2021,1521,4.3,121500
Samsung,F23,Pro Max,4,512,Reliance Digital,Used,5000,64,2023,5473,4.5,173250
Vivo,V29,Plus,4,256,Tata Cliq,Refurbished,5500,48,2025,4303,4.6,37000
Samsung,Z23,Lite,12,256,Offline Store,Good,5200,200,2022,5548,4.6,112600
Oppo,Reno 10,Base,12,128,Official Store,Like New,5200,108,2022,3887,3.5,33168
Nothing,Phone 2,Pro,12,128,Reliance Digital,Used,5200,48,2024,5322,4.2,42250
Vivo,V30,Base,8,256,Reliance Digital,Used,6000,64,2024,4121,4.6,33000
OnePlus,X,Neo,6,64,Offline Store,Used,5200,200,2022,5609,3.7,26500
Samsung,Y20,Ultra,8,512,Flipkart,Refurbished,5000,12,2021,7856,3.8,17400
Google,Pixel 7,T,12,128,Offline Store,Like New,5200,12,2024,8819,4.8,60685
Xiaomi,Redmi Note 12,Pro Max,6,512,Tata Cliq,Refurbished,4000,12,2023,9221,4,18250
Xiaomi,Redmi Note 13,Ultra,6,512,Tata Cliq,Good,5000,12,2024,5690,4.6,25548
Apple,i12,Neo,12,512,Amazon,Like New,5000,12,2024,5721,4.6,40280
Oppo,Reno 9,Pro,4,512,Reliance Digital,Good,6000,48,2021,1320,4.5,39879
Samsung,Y30,Lite,8,128,Tata Cliq,Good,6000,200,2021,9004,3.6,17564
OnePlus,OnePlus 9,Ultra,6,256,Flipkart,Good,4000,48,2024,6216,3.6,62200
Samsung,S22,Ultra,8,512,Croma,Refurbished,4500,200,2024,4700,3.5,59000
Vivo,V25,Pro Max,4,256,Reliance Digital,Good,5000,64,2022,8907,4.6,37813
Samsung,Z24,Plus,4,256,Tata Cliq,Good,6000,64,2021,9335,4.8,139000
Samsung,S23,Pro,8,64,Amazon,Refurbished,4000,108,2022,4310,4.9,55750
Samsung,Y15,Pro,4,512,Official Store,Like New,5200,12,2023,6900,4.7,12819
Oppo,Reno 9,Pro,4,256,Flipkart,Good,4000,48,2021,9881,3.9,38200
Poco,X4,Ultra,8,64,Reliance Digital,Refurbished,5500,200,2024,404,5,19000
Samsung,Y30,Lite,6,256,Amazon,Refurbished,6000,64,2024,6761,3.9,16571
OnePlus,OnePlus 8,T,4,64,Official Store,Good,6000,200,2024,4123,4,42500
Samsung,M34,X,8,128,Official Store,Like New,5000,108,2024,7805,4.7,19933
OnePlus,OnePlus 10,Lite,6,256,Official Store,Used,6000,108,2022,7316,3.6,45400
Samsung,Y30,Neo,6,512,Offline Store,Like New,5200,108,2023,7135,4.2,17530
Realme,GT Neo 3,Neo,4,512,Official Store,Used,5200,12,2023,7313,4.5,23648
Vivo,V40,Pro,8,512,Offline Store,Good,5000,48,2023,4399,4.3,51700
Vivo,V27,X,4,64,Reliance Digital,Good,4500,108,2021,3903,4.5,38093
Oppo,Reno 10,FE,6,512,Offline Store,Good,5200,200,2023,1519,3.7,37046
Apple,i15,Pro,4,512,Tata Cliq,Used,4500,108,2023,6357,5,62500
Vivo,V60,Pro Max,12,512,Official Store,Like New,5200,48,2024,7259,4.8,69706
Samsung,A35,Plus,6,64,Tata Cliq,Refurbished,5500,108,2022,34,4.1,25095
Google,Pixel 8,Neo,4,256,Official Store,Used,5000,64,2025,1629,4.9,56950
Samsung,M14,Lite,6,128,Official Store,Like New,4500,108,2023,5482,4.5,13486
Oppo,Find X5,Pro,6,128,Croma,Good,4000,48,2021,2230,4.9,89500
OnePlus,OnePlus 10,Pro Max,12,128,Croma,Good,5500,48,2022,2293,4.8,69400
Xiaomi,Redmi Note 12,Pro Max,6,64,Croma,Good,4000,48,2022,870,4.5,22635
Samsung,S23,T,6,64,Official Store,Good,5500,64,2022,9729,4,51250
Motorola,G31,T,8,64,Official Store,Refurbished,5000,108,2022,1497,3.9,13739
Samsung,M14,Base,12,128,Reliance Digital,Used,5000,64,2021,3840,4.9,10472
Motorola,G71,Pro Max,6,256,Flipkart,Good,5200,64,2022,2379,4,26643
Samsung,M34,Neo,6,64,Tata Cliq,Good,5200,12,2021,2772,4.4,18883
Google,Pixel 7,Base,6,128,Reliance Digital,Good,5500,108,2021,9477,4.2,45000
Google,Pixel 8,FE,12,256,Offline Store,Used,5500,108,2024,3043,3.9,59900
Samsung,M34,Base,12,256,Offline Store,Like New,4500,64,2022,6494,3.7,18351
Samsung,Y15,Base,8,128,Reliance Digital,Used,4500,48,2023,924,4.9,12081
Samsung,A25,Neo,6,128,Flipkart,Used,6000,200,2024,4632,4,16000
Samsung,S25,Base,6,64,Amazon,Like New,6000,64,2022,8993,4.5,80880
Apple,i15,Pro Max,4,64,Offline Store,Used,6000,48,2022,1838,4,72500
Google,Pixel 8,Pro,6,512,Croma,Used,5200,64,2022,1195,4.6,74650
Google,Pixel 7,Base,4,64,Flipkart,Refurbished,5200,64,2025,3580,3.7,45000
Samsung,A25,Ultra,8,64,Official Store,Refurbished,4500,200,2022,2912,4.1,27094
Oppo,Reno 9,FE,4,128,Reliance Digital,Good,5200,64,2022,7290,4.4,31498
Samsung,Y20,X,6,128,Flipkart,Like New,5200,48,2023,2605,4.2,14650
Samsung,M54,Ultra,12,64,Official Store,Used,5500,64,2025,7877,4.8,43000
Oppo,Reno 11,T,4,64,Flipkart,Like New,5500,108,2022,9604,4.9,45056
Google,Pixel 9,X,8,256,Tata Cliq,Good,5200,48,2021,2102,4.9,84700
Motorola,G71,Lite,4,64,Amazon,Good,5000,64,2021,1819,3.7,19888
Vivo,V29,Base,8,64,Tata Cliq,Good,4000,108,2022,3369,4.4,31037
Vivo,V50,Base,4,512,Official Store,Good,5200,200,2025,7498,4.6,42952
Samsung,Z23,Base,12,512,Amazon,Used,5500,64,2025,6333,4.4,107000
Nothing,Phone 2,T,6,256,Amazon,Refurbished,5200,12,2024,2731,4,38800
OnePlus,X,Neo,8,256,Croma,Good,5200,64,2023,7815,5,29520
Xiaomi,Redmi Note 13,FE,8,256,Offline Store,Used,5000,12,2022,9279,3.9,14800
Samsung,Y15,T,6,512,Official Store,Like New,5000,12,2025,7818,4.4,12875
Oppo,Reno 9,Pro,6,128,Tata Cliq,Refurbished,5200,48,2021,4784,5,38200
Apple,i14,Lite,8,256,Offline Store,Refurbished,4000,48,2024,3641,3.6,58000
Google,Pixel 6,X,6,128,Flipkart,Used,4000,200,2025,5654,3.5,53500
Samsung,S21,T,6,256,Flipkart,Like New,5200,108,2023,2954,4.8,41812
Motorola,Edge 40,T,4,256,Croma,Like New,5000,12,2023,3681,3.9,33833
OnePlus,X,Lite,6,512,Flipkart,Refurbished,4500,12,2023,1657,4.3,26500
Samsung,S24,Lite,12,512,Offline Store,Used,4500,64,2025,8017,4.9,47500
Samsung,S25,X,6,64,Flipkart,Refurbished,5000,108,2023,9508,3.8,105500
Samsung,A35,Plus,6,128,Reliance Digital,Used,6000,48,2021,814,4,23800
Google,Pixel 8,Pro Max,12,256,Flipkart,Used,4000,200,2024,2836,4.6,86450
Vivo,V29,Lite,12,256,Amazon,Good,5500,108,2022,8266,4.6,31750
Xiaomi,Redmi Note 12,T,4,128,Flipkart,Good,5200,48,2021,4799,4.4,17583
Vivo,V60,Base,12,128,Tata Cliq,Good,4000,48,2025,1024,4.5,42000
Motorola,Edge 40,FE,4,64,Amazon,Refurbished,5200,108,2022,8674,4,28000
Samsung,A75,X,4,64,Flipkart,Good,5500,200,2022,2784,4.5,53500
Samsung,S25,Pro Max,4,256,Offline Store,Good,5200,48,2023,4861,3.7,126750
OnePlus,OnePlus 12,FE,6,256,Tata Cliq,Used,6000,200,2022,8108,3.6,66500
Samsung,Y30,Ultra,4,128,Flipkart,Refurbished,6000,200,2022,1748,4.7,23800
OnePlus,X,Neo,12,256,Amazon,Good,4000,108,2021,9363,3.9,26500
Samsung,S25,T,12,128,Tata Cliq,Good,5200,64,2021,2752,4.8,101250
Oppo,Reno 11,FE,6,512,Reliance Digital,Refurbished,5200,108,2023,9731,4.6,36800
Apple,i17,Pro,4,64,Flipkart,Like New,6000,200,2022,3354,4.9,190750
Nothing,Phone 1,Lite,12,512,Offline Store,Good,4000,108,2025,6016,5,27936
Poco,X4,Plus,8,512,Croma,Used,5000,48,2025,5437,4.5,13000
Samsung,F23,T,8,256,Amazon,Used,5500,48,2025,3387,4.1,138750
Samsung,Z22,Ultra,6,512,Croma,Refurbished,4000,64,2024,4120,5,163000
Samsung,S24,X,8,512,Reliance Digital,Like New,5500,48,2024,5648,4.4,61532
Poco,X4,FE,12,512,Amazon,Used,6000,64,2022,1925,4.1,15224
Samsung,S21,Ultra,6,256,Flipkart,Used,4000,12,2023,2580,4.8,51000
Vivo,V60,Neo,4,64,Offline Store,Refurbished,6000,108,2025,8334,4.8,44350
Google,Pixel 7,T,12,64,Flipkart,Used,5500,12,2024,4701,3.8,57500
Vivo,V40,X,12,64,Croma,Good,5500,48,2023,5646,4.5,50296
OnePlus,OnePlus 9,Lite,8,256,Reliance Digital,Refurbished,5200,12,2023,4431,4,39100
Samsung,F24,Neo,12,256,Flipkart,Refurbished,4500,12,2024,1793,3.6,126250
Google,Pixel 7,Plus,4,64,Amazon,Refurbished,4500,48,2024,7874,3.9,55000
Samsung,S23,Base,12,64,Flipkart,Good,6000,200,2022,3436,3.5,42923
Samsung,A25,Ultra,6,128,Reliance Digital,Used,5200,12,2023,4062,4.7,27000
Samsung,S21,Pro,4,512,Flipkart,Like New,4000,12,2024,2178,4.2,47240
Oppo,Find X5,FE,4,512,Croma,Used,6000,64,2021,7514,3.9,72000
Samsung,S24,Base,6,128,Official Store,Like New,4500,48,2024,6627,4.8,46521
Vivo,V25,Pro Max,6,512,Reliance Digital,Good,5500,64,2025,3806,4.1,36804
OnePlus,OnePlus 12,X,4,512,Amazon,Used,5200,12,2023,5677,3.7,79500
Samsung,A25,Ultra,6,64,Reliance Digital,Good,6000,108,2024,6519,3.9,29150
OnePlus,OnePlus 11,T,8,256,Amazon,Good,4000,200,2025,245,3.7,57712
Apple,i16,Pro Max,8,256,Flipkart,Good,5000,48,2025,6706,4.5,101950
Apple,i15,Pro Max,8,128,Official Store,Used,6000,108,2024,2452,4.2,72500
Samsung,A25,X,12,64,Croma,Used,6000,200,2021,8334,4.5,21000
Vivo,V30,Pro,4,256,Amazon,Refurbished,6000,200,2024,7150,3.5,46300
Apple,i14,X,4,64,Croma,Used,4000,12,2021,2480,4.6,73000
Samsung,M54,T,4,64,Flipkart,Good,5000,64,2024,1262,3.9,33384
Samsung,A15,Lite,8,64,Flipkart,Good,4000,64,2025,9241,3.6,13963
Poco,X4,Ultra,4,512,Reliance Digital,Used,5200,64,2024,9611,3.9,19000
Samsung,A35,Base,8,512,Flipkart,Refurbished,5200,108,2022,1624,3.8,19000
Apple,i16,Lite,6,512,Croma,Like New,5500,64,2025,9415,3.7,67450
Apple,i11,X,6,512,Amazon,Like New,5200,200,2025,3109,4.4,39323
Apple,i16,T,4,512,Official Store,Refurbished,4500,108,2021,4720,4,81250
Realme,GT 2,X,4,256,Amazon,Used,5500,12,2024,9261,5,21496
OnePlus,X2,Ultra,4,256,Reliance Digital,Refurbished,5000,64,2024,2229,4.9,51000
Vivo,V27,Neo,8,512,Official Store,Good,6000,108,2022,8362,3.7,28578
Motorola,Edge 40,Pro,6,512,Croma,Like New,5200,200,2021,3786,4.1,37442
Motorola,G31,X,8,128,Croma,Good,5000,200,2023,4032,3.7,14657
Apple,i17,Plus,4,128,Amazon,Good,4000,12,2022,6023,4.2,169000
Xiaomi,Redmi Note 12,FE,8,256,Amazon,Like New,6000,12,2025,3175,4.5,13343
Samsung,F23,X,12,512,Amazon,Refurbished,5500,48,2025,9010,4.8,144500
Realme,GT Neo 3,Base,6,128,Amazon,Refurbished,5200,12,2022,8501,4.1,20000
Samsung,Z24,Base,6,64,Croma,Refurbished,4000,48,2021,1179,3.7,115000
OnePlus,X,Neo,8,128,Offline Store,Refurbished,6000,200,2025,1035,4.3,28268
Samsung,S25,Lite,6,128,Official Store,Used,5500,64,2023,1516,4.8,84250
Samsung,A35,Neo,12,512,Offline Store,Refurbished,5000,64,2023,5162,3.9,20200
Google,Pixel 7,FE,4,512,Reliance Digital,Used,5000,200,2023,1473,3.7,50000
Samsung,F24,Neo,6,512,Reliance Digital,Refurbished,5000,48,2025,9431,4.1,126250
Samsung,M14,Pro Max,4,256,Tata Cliq,Refurbished,5500,12,2023,8806,4,17268
Xiaomi,Redmi Note 13,Pro,6,256,Official Store,Good,6000,200,2023,7337,4.1,20324
Samsung,M34,Pro Max,12,256,Official Store,Refurbished,5200,64,2025,7579,4.8,25544
Motorola,G71,Lite,12,512,Croma,Refurbished,5500,12,2024,2265,4.5,16074
Vivo,V30,X,8,64,Flipkart,Refurbished,5000,12,2021,8149,4.7,44400
Vivo,V30,Base,12,256,Offline Store,Like New,6000,48,2021,2810,4.5,38136
Samsung,A25,X,8,64,Tata Cliq,Used,4500,200,2021,209,4.8,21000
Samsung,S23,FE,12,512,Croma,Like New,5000,12,2021,9890,4.5,47274
Samsung,S24,FE,4,512,Amazon,Used,5200,64,2025,7092,3.8,50000
OnePlus,OnePlus 9,Base,12,512,Tata Cliq,Like New,6000,12,2024,5783,4.9,41650
Motorola,Edge 40,Pro Max,6,128,Tata Cliq,Good,4500,200,2022,6207,4.3,42618
Samsung,M54,X,6,256,Croma,Good,5500,12,2022,1780,4.6,34713
Samsung,A25,Base,6,512,Amazon,Like New,5500,48,2024,168,5,16376
Samsung,A15,FE,12,512,Reliance Digital,Used,4000,200,2021,3747,4,11527
